serial_date,discount_factor
52104,0.4373653896316541
52105,0.43730548066802866
52106,0.43724557991054847
52107,0.43718568735808944
52110,0.43700605891960154
52111,0.43694619917599
52112,0.4368863476317817
52113,0.43682650428585346
52114,0.43676666913708245
52117,0.4365872128624849
52118,0.4365274104911159
52119,0.4364676163112914
52120,0.4364078303218895
52121,0.4363480525217882
52124,0.4361687682460715
52125,0.4361090231919568
52126,0.43604928632153556
52127,0.43598955763368685
52128,0.4359298371272898
52131,0.4357507246856024
52132,0.4356910368938068
52133,0.43563135727786095
52134,0.4355716858366451
52135,0.43551202256903926
52138,0.43533308179668806
52139,0.43527345121232863
52140,0.43521382879598297
52141,0.43515421454653214
52142,0.43509460846285763
52145,0.4349158391953068
52146,0.4348562657635535
52147,0.4347967004919853
52148,0.43473714337948455
52149,0.4346775944249334
52152,0.43449899649780543
52153,0.4344394801638805
52154,0.4343799719823197
52155,0.4343204719520064
52156,0.4342609800718238
52159,0.43408255332089807
52160,0.4340230940300766
52161,0.4339636428838056
52162,0.43390419988096945
52163,0.4338447650204527
52166,0.4336665092816666
52167,0.43360710697927574
52168,0.4335477128136294
52169,0.43348832678361293
52170,0.43342894888811184
52173,0.4332508639975595
52174,0.43319151862897926
52175,0.4331321813893448
52176,0.43307285227754244
52177,0.43301353129245923
52180,0.4328356170863921
52181,0.4327763285970545
52182,0.43271704822887147
52183,0.43265777598073063
52184,0.43259851185151976
52187,0.43242076816634645
52188,0.43236153650173575
52189,0.4323023129504959
52190,0.43224309751151585
52191,0.4321838901836841
52194,0.43200631685596963
52195,0.4319471419616226
52196,0.43188797517287036
52197,0.4318288164886025
52198,0.4317696659077089
52201,0.4315922627741751
52202,0.43153314459568065
52203,0.431474034515012
52204,0.43141493253106017
52205,0.43135583864271604
52208,0.4311786055402413
52209,0.43111954402324026
52210,0.4310604905963039
52211,0.431001445258324
52212,0.43094240800819256
52215,0.43076534477381156
52216,0.4307063398639971
52217,0.43064734303649344
52218,0.43058835429019343
52219,0.43052937362399024
52222,0.4303524800948937
52223,0.43029353173801105
52224,0.4302345914556927
52229,0.42994001112385993
52230,0.4298811192657061
52231,0.42982223547437765
52233,0.4297044920877769
52236,0.42952793748144613
52237,0.42946910206787037
52238,0.4294102747133883
52239,0.42935145541689596
52240,0.4292926441772897
52243,0.4291162587887517
52244,0.429057479765655
52245,0.42899870879392776
52246,0.4289399458724672
52247,0.4288811910001705
52250,0.4287049746672394
52251,0.42864625198057454
52252,0.4285875373375624
52253,0.42852883073710113
52254,0.42847013217808916
52257,0.4282940847387346
52258,0.42823541833450623
52259,0.42817675996622123
52260,0.4281181096327788
52261,0.4280594673330783
52264,0.42788358862542514
52265,0.4278249784496898
52266,0.4277663763021956
52267,0.42770778218184313
52268,0.42764919608753277
52271,0.427473485949861
52272,0.4274149319487266
52273,0.427356385968139
52274,0.4272978480069993
52275,0.4272393180642093
52278,0.42706377633495396
52279,0.42700527845458036
52280,0.42694678858706625
52281,0.42688830673131395
52282,0.42682983288622617
52285,0.4266544594039772
52286,0.42659601759057586
52287,0.426537583782354
52288,0.4264791579782152
52289,0.426420740177063
52292,0.4262455347805649
52293,0.42618714898039856
52294,0.42612877117773934
52295,0.42607040137149166
52296,0.4260120395605602
52299,0.42583700208871217
52300,0.4257786722480954
52301,0.42572035039732053
52302,0.4256620365352929
52303,0.4256037306609186
52306,0.4254288609527742
52307,0.4253705870180728
52308,0.42531232106555544
52309,0.42525406309412883
52310,0.4251958131026996
52313,0.4250211109974664
52314,0.42496289291509776
52315,0.4249046828072625
52316,0.42484648067286856
52321,0.42455558956429656
52322,0.42449743524761957
52323,0.42443928889674176
52324,0.42438115051057185
52327,0.4242067831294013
52328,0.4241486765911551
52329,0.4240905780121635
52330,0.4240324873913363
52331,0.4239744047275834
52334,0.4238002044678716
52335,0.42374215362151796
52336,0.42368411072679035
52337,0.42362607578259964
52338,0.4235680487878567
52341,0.4233940154894272
52342,0.42333602028158834
52343,0.4232780330177544
52344,0.42322005369683724
52345,0.4231620823177489
52348,0.42298821582057833
52349,0.4229302761979279
52350,0.42287234451166855
52351,0.422814420760713
52355,0.42258280508819346
52356,0.4225249209974561
52357,0.42246704483550324
52358,0.4224091766012488
52359,0.4223513162936067
52362,0.4221777829194984
52363,0.42211995430745003
52364,0.42206213361658673
52365,0.4220043208458235
52366,0.42194651599407557
52369,0.4217731489420765
52370,0.4217153757555438
52371,0.42165761048260414
52372,0.4215998531221736
52373,0.42154210367316836
52376,0.42136890278386824
52377,0.4213111849697288
52378,0.42125347506159766
52379,0.42119577305839195
52380,0.421138078959029
52383,0.42096504407317
52384,0.42090738157835245
52385,0.42084972698196593
52386,0.42079208028292836
52387,0.420734441480158
52390,0.42056157243863507
52391,0.42050396521011907
52392,0.42044636587246365
52393,0.4203887744245883
52394,0.4203311908654119
52397,0.4201584875092723
52398,0.4201009354940881
52399,0.42004339136220165
52400,0.4199858551125331
52401,0.4199283267440027
52404,0.4197557889144465
52405,0.419698292059675
52406,0.4196408030806457
52407,0.41958332197627973
52408,0.4195258487454982
52411,0.41935347628387704
52412,0.4192960345366505
52413,0.41923860065761737
52414,0.4191811746457
52415,0.419123756499821
52418,0.418951549247639
52419,0.41889416255513945
52420,0.41883678372329236
52421,0.41877941275102076
52422,0.41872204963724835
52425,0.41855000743616133
52426,0.4184926757456221
52427,0.4184353519082012
52428,0.4183780359228229
52429,0.4183207277884118
52432,0.41814885048022765
52433,0.4180915737389323
52434,0.4180343048432286
52435,0.41797704379204176
52436,0.4179197905842973
52439,0.4177480780109752
52440,0.41769085616625806
52441,0.41763364215961285
52442,0.417576435989966
52443,0.4175192376562441
52446,0.4173476896598948
52447,0.41729052265914046
52448,0.4172333634889458
52449,0.41717621214823813
52450,0.4171190686359449
52453,0.4169476850588306
52454,0.4168905728494742
52455,0.41683346846317226
52456,0.41677637189885314
52457,0.4167192831554456
52460,0.41654806383997944
52461,0.4164910063695065
52462,0.4164339567145899
52463,0.4163769148741593
52464,0.4163198808471443
52467,0.4161488256358909
52468,0.416091822851837
52469,0.41603482787584883
52470,0.415977840706857
52471,0.4159208613437919
52474,0.41574997007946624
52475,0.41569302192941765
52476,0.4156360815799513
52477,0.41557914902999854
52478,0.41552222427849106
52481,0.41535149680395916
52482,0.4152946032355522
52483,0.41523771746025107
52484,0.41518083947698814
52485,0.4151239692846962
52488,0.4149534054429746
52489,0.4148965664038959
52490,0.41483973515045364
52491,0.4147829116815813
52492,0.4147260959962128
52495,0.4145556956304686
52496,0.41449891106845466
52497,0.4144421342846151
52498,0.41438536527788455
52499,0.4143286040471977
52502,0.4141583670007481
52503,0.4141016368635858
52504,0.414044914497143
52505,0.4139881999003551
52506,0.413931493072158
52509,0.4137614191884707
52510,0.41370474342399677
52511,0.4136480754227946
52512,0.41359141518380055
52513,0.4135347627059515
52516,0.4133648518286439
52517,0.41330823038474523
52518,0.4132516166966774
52519,0.4131950107633782
52520,0.41313841258378553
52523,0.4129686645566251
52524,0.41291209738123835
52525,0.4128555379542491
52526,0.4127989862745958
52527,0.4127424423412173
52530,0.41257285700812135
52531,0.4125163440492332
52532,0.41245983883131604
52533,0.4124033413533095
52534,0.4123468516141536
52537,0.4121774288191886
52538,0.4121209700248356
52539,0.41206451896403423
52540,0.4120080756357252
52541,0.41195164003884943
52544,0.411782379626232
52545,0.41172597494450025
